subtest,cell,arc,lut,side,q,expected,got,rel_jump
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],10.22102563265306,0.09218622482694025,0.09218622482694025,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],11.452951836734693,0.09380994129457586,0.09380994129457584,1.47935150755892e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],12.684878040816326,0.09543365776221145,0.09543365776221145,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],13.916804244897957,0.09705737422984706,0.09705737422984706,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],15.14873044897959,0.09868109069748267,0.09868109069748267,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],16.380656653061223,0.10020090510357238,0.1002009051035724,1.3849962526256345e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],17.612582857142854,0.10171779107291759,0.10171779107291759,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],18.84450906122449,0.1032346770422628,0.1032346770422628,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],20.07643526530612,0.10475156301160801,0.10475156301160801,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],21.30836146938775,0.10626844898095322,0.10626844898095322,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],22.540287673469386,0.10778533495029843,0.10778533495029843,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],23.772213877551017,0.10930222091964364,0.10930222091964364,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],25.004140081632652,0.11081910688898887,0.11081910688898886,1.2522919735958792e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],26.236066285714283,0.11233599285833407,0.11233599285833407,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],27.467992489795915,0.11385287882767928,0.11385287882767928,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],28.69991869387755,0.1153697647970245,0.11536976479702449,1.2028964289066817e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],29.93184489795918,0.11688665076636971,0.1168866507663697,1.187285948979157e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],31.163771102040812,0.11838773230040762,0.11838773230040761,1.1722319144182706e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],32.39569730612245,0.1198802434545573,0.11988024345455732,1.1576376063229363e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],33.62762351020408,0.12137275460870699,0.12137275460870699,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],34.85954971428571,0.12286526576285667,0.12286526576285668,1.1295127000823892e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],36.091475918367344,0.12435777691700635,0.12435777691700635,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],37.32340212244898,0.12585028807115603,0.12585028807115606,2.205443947806925e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],38.55532832653061,0.12734279922530573,0.12734279922530573,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],39.787254530612245,0.1288353103794554,0.12883531037945542,2.1543453835661292e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],41.019180734693876,0.1303278215336051,0.1303278215336051,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],42.25110693877551,0.13182033268775475,0.13182033268775478,2.1055610352140482e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],43.483033142857145,0.13331284384190445,0.13331284384190445,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],44.71495934693878,0.13480535499605414,0.13480535499605414,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],45.94688555102041,0.1362978661502038,0.1362978661502038,0.0
