subtest,cell,arc,lut,border,eps,v_inside,v_outside,rel_jump
C_clamp_transition,AND2_X1,A2->ZN,rise_transition,slew_high,1e-12,0.07332358012412432,0.07332358012412549,1.5898489597521107e-14
C_clamp_transition,AND2_X1,A2->ZN,rise_transition,load_low,0.001,0.007721228647556583,0.007842276360297731,0.015435277613265934
C_clamp_transition,AND2_X1,A2->ZN,rise_transition,load_low,1e-06,0.007721228647556583,0.007721349695269323,1.567701470816691e-05
C_clamp_transition,AND2_X1,A2->ZN,rise_transition,load_low,1e-09,0.007721228647556583,0.007721228768604296,1.567726022368776e-08
C_clamp_transition,AND2_X1,A2->ZN,rise_transition,load_low,1e-12,0.007721228647556583,0.00772122864767763,1.5677203066197745e-11
C_clamp_transition,AND2_X1,A2->ZN,rise_transition,load_high,0.001,0.1412565051393796,0.1413936787364431,0.0009701536751101221
C_clamp_transition,AND2_X1,A2->ZN,rise_transition,load_high,1e-06,0.141393541562846,0.1413936787364431,9.701536753138814e-07
C_clamp_transition,AND2_X1,A2->ZN,rise_transition,load_high,1e-09,0.14139367859926946,0.1413936787364431,9.701539332520487e-10
C_clamp_transition,AND2_X1,A2->ZN,rise_transition,load_high,1e-12,0.1413936787363059,0.1413936787364431,9.703107769321558e-13
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,slew_low,0.001,0.03440636767614325,0.03440633947764607,8.195720469109448e-07
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,slew_low,1e-06,0.03440636767614325,0.034406367647944754,8.195721023714876e-10
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,slew_low,1e-09,0.03440636767614325,0.03440636767611505,8.196059837212083e-13
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,slew_low,1e-12,0.03440636767614325,0.03440636767614321,1.2100482043128076e-15
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,slew_high,0.001,0.03707172654696603,0.03707518798155087,9.336256330152678e-05
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,slew_high,1e-06,0.03707518452011629,0.03707518798155087,9.33625632627852e-08
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,slew_high,1e-09,0.03707518797808943,0.03707518798155087,9.336269502155904e-11
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,slew_high,1e-12,0.03707518798154741,0.03707518798155087,9.339151725333663e-14
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,load_low,0.001,0.008341830193789479,0.008400605598596208,0.006996567582764544
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,load_low,1e-06,0.008341830193789479,0.008341888969194284,7.045814805537305e-06
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,load_low,1e-09,0.008341830193789479,0.008341830252564884,7.045864384984365e-09
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,load_low,1e-12,0.008341830193789479,0.008341830193848257,7.046131864428043e-12
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,load_high,0.001,0.06597201540753433,0.06603335692741832,0.0009289474704642696
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,load_high,1e-06,0.06603329558589845,0.06603335692741832,9.289474703654929e-07
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,load_high,1e-09,0.06603335686607681,0.06603335692741832,9.289473995404627e-10
C_clamp_transition,AND2_X1,A2->ZN,fall_transition,load_high,1e-12,0.06603335692735698,0.06603335692741832,9.28921759618591e-13
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,slew_low,0.001,0.07867553622013315,0.07877157689096782,0.0012192300144963006
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,slew_low,1e-06,0.07867553622013315,0.078675632260804,1.2207168609501302e-06
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,slew_low,1e-09,0.07867553622013315,0.07867553631617383,1.2207184076446384e-09
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,slew_low,1e-12,0.07867553622013315,0.07867553622022921,1.2209900538433445e-12
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,slew_high,0.001,0.17491942326484347,0.17500305389454957,0.00047788097318854096
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,slew_high,1e-06,0.1750029702639199,0.17500305389454957,4.778809729904489e-07
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,slew_high,1e-09,0.17500305381091896,0.17500305389454957,4.778808174033373e-10
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,slew_high,1e-12,0.17500305389446594,0.17500305389454957,4.778633713459699e-13
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,load_low,0.001,0.02930419137035912,0.029674622882719225,0.012483107664893845
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,load_low,1e-06,0.02930419137035912,0.02930456180187148,1.2640745658119559e-05
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,load_low,1e-09,0.02930419137035912,0.029304191740790634,1.2640905389906398e-08
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,load_low,1e-12,0.02930419137035912,0.029304191370729555,1.2641069525537193e-11
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,load_high,0.001,0.19980101029722058,0.19994105852514543,0.0007004475666874412
C_clamp_transition,NAND2_X1,A1->ZN,cell_rise,load_high,1e-06,0.1999409184769175,0.19994105852514543,7.004475667193695e-07
